Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
Bush - Speech58 - Edited.txt,1,2045,47.13,59.27,47.57,77.88,18.10,19.27,88.90,60.24,18.14,9.00,3.91,2.49,0.49,1.37,0.73,9.14,7.38,13.55,11.15,4.94,6.80,1.86,17.46,3.72,2.25,0.88,0.49,1.81,4.45,3.62,0.78,0.10,0.15,0.20,9.34,0.00,0.39,0.00,1.37,15.55,4.79,1.27,2.35,3.08,1.96,4.21,2.44,1.08,0.93,0.44,0.78,0.44,0.10,0.05,0.24,8.75,3.57,1.66,2.40,1.08,0.64,2.89,12.08,1.91,11.44,0.73,8.41,2.40,2.05,0.15,0.05,0.39,0.05,0.00,0.59,0.00,0.00,0.44,0.15,0.00,13.30,5.53,4.84,0.05,0.10,0.20,0.00,0.98,0.00,1.56,0.00,0.05
Bush - Speech105 - Edited.txt,1,3635,35.83,56.67,63.22,67.37,13.87,15.90,90.98,58.79,18.29,10.29,5.64,2.01,1.05,0.61,0.99,8.01,6.60,13.12,11.53,5.78,7.92,2.23,21.98,3.05,1.62,1.76,0.66,2.75,5.17,3.69,1.49,0.11,0.58,0.25,9.27,0.08,0.08,0.00,0.83,13.12,3.58,1.62,1.40,2.97,2.01,2.78,2.45,1.02,0.99,0.39,0.25,0.11,0.14,0.00,0.00,9.96,2.92,1.79,3.74,2.28,0.36,3.03,16.73,2.67,13.04,2.92,7.10,3.88,3.58,0.28,0.19,1.07,0.08,0.08,0.85,0.00,0.03,0.39,0.41,0.00,20.11,6.96,5.80,0.06,0.08,0.33,0.00,1.07,0.44,5.20,0.00,0.17
Bush - Speech102 - Edited.txt,1,1901,37.64,61.60,45.39,65.63,14.74,15.68,90.74,59.18,16.78,9.31,4.58,1.95,1.26,0.74,0.79,7.47,7.21,12.89,12.36,6.15,7.73,2.42,21.62,3.68,1.32,1.84,0.58,1.84,6.52,4.16,2.05,0.63,0.21,0.58,10.26,0.00,0.21,0.00,1.05,12.15,2.26,1.47,1.74,2.63,1.47,3.47,2.10,0.58,1.00,0.53,0.84,0.37,0.32,0.16,0.05,10.84,3.16,1.95,3.58,3.00,0.84,4.16,15.20,1.63,12.47,1.79,6.26,4.63,3.47,0.11,0.42,1.21,0.00,0.16,0.95,0.05,0.00,0.42,0.37,0.00,20.15,6.68,7.26,0.21,0.26,0.21,0.00,0.89,1.00,3.63,0.00,0.00
Bush - Speech134 - Edited.txt,1,381,42.43,63.35,44.77,82.25,21.17,18.64,85.83,58.53,19.69,9.71,4.99,3.15,0.26,0.52,0.79,9.97,6.30,13.65,12.34,3.15,7.09,1.31,18.37,4.46,2.89,1.31,1.57,2.10,4.99,3.94,0.79,0.00,0.26,0.52,8.66,0.00,0.26,0.00,0.52,11.81,3.67,0.00,1.05,2.89,2.89,2.36,2.62,2.10,0.26,0.26,0.52,0.52,0.00,0.00,0.00,8.92,4.20,1.05,3.15,1.31,0.52,1.57,12.60,4.72,10.76,0.79,7.09,2.89,3.15,0.00,0.00,0.26,0.00,0.00,0.52,0.00,0.00,0.00,0.52,0.00,13.39,4.99,4.20,0.00,0.00,0.26,0.00,1.31,0.00,2.62,0.00,0.00
Bush - Speech69 - Edited.txt,1,3846,30.39,50.62,56.09,34.82,17.48,15.16,91.13,62.66,19.24,10.56,5.46,2.08,0.96,1.12,0.94,8.68,6.29,13.70,12.48,5.98,7.28,3.15,22.23,2.50,0.91,1.92,0.94,1.59,4.37,2.37,1.85,0.26,0.75,0.44,9.85,0.21,0.13,0.16,1.30,14.95,3.82,1.92,1.79,2.91,2.00,4.11,2.68,1.22,0.96,0.36,0.52,0.21,0.29,0.03,0.00,8.66,2.78,1.87,2.81,1.38,0.65,3.22,15.00,2.78,11.44,2.24,6.86,2.89,1.51,0.36,0.13,0.10,0.13,0.31,0.65,0.03,0.00,0.23,0.39,0.00,17.13,5.59,5.12,0.03,0.29,0.18,0.00,1.61,0.10,3.95,0.00,0.26
Bush - Speech96 - Edited.txt,1,2059,28.16,49.61,53.76,90.59,13.91,15.74,90.72,61.58,19.67,10.83,5.97,2.77,0.58,0.92,0.58,8.84,6.36,13.11,12.63,6.90,6.65,2.67,23.12,3.21,1.75,1.89,1.21,1.80,5.88,4.91,0.97,0.19,0.24,0.24,9.62,0.00,0.15,0.00,1.02,15.01,4.18,1.51,2.53,3.21,1.55,4.37,2.62,1.07,1.07,0.49,0.44,0.19,0.19,0.00,0.05,9.96,3.45,1.60,3.69,2.38,0.29,3.30,16.32,1.99,10.49,1.99,6.41,2.67,2.19,0.10,0.19,0.29,0.19,0.00,0.63,0.05,0.00,0.19,0.34,0.00,18.21,7.04,4.95,0.10,0.00,0.19,0.00,0.68,0.10,5.00,0.00,0.15
Bush - Speech133 - Edited.txt,1,1382,23.24,64.41,52.31,61.45,13.82,15.99,93.63,61.43,20.77,11.58,5.64,2.82,0.72,1.23,1.16,9.19,5.86,12.45,13.82,6.37,6.01,2.53,23.08,3.18,1.23,1.88,0.65,2.46,4.20,3.04,1.16,0.22,0.58,0.22,12.30,0.00,0.00,0.00,1.30,13.24,2.68,1.52,2.10,3.62,1.23,3.98,1.95,0.72,1.01,0.29,0.43,0.07,0.14,0.00,0.22,13.02,4.20,2.53,5.28,1.81,0.43,5.72,15.12,2.03,12.37,2.32,6.73,3.69,3.26,0.29,0.22,0.14,0.00,0.07,0.72,0.00,0.00,0.22,0.51,0.00,19.61,7.02,5.43,0.07,0.07,0.22,0.00,0.94,0.43,5.43,0.00,0.00
Bush - Speech91 - Edited.txt,1,2939,46.28,68.54,29.85,68.17,15.31,17.97,87.99,58.49,17.86,9.02,3.64,2.59,1.02,1.26,0.51,8.85,6.50,14.36,11.67,5.10,6.12,2.35,21.71,3.16,1.74,1.91,0.54,1.91,4.49,3.37,1.12,0.31,0.37,0.27,10.45,0.00,0.10,0.00,1.33,12.22,2.42,1.22,2.45,2.96,1.87,3.20,2.42,1.36,0.78,0.24,0.34,0.14,0.14,0.00,0.07,9.53,3.61,1.94,3.50,1.43,0.61,3.64,15.04,3.03,12.28,2.82,7.25,2.86,2.69,0.20,0.07,0.17,0.14,0.00,0.41,0.03,0.00,0.14,0.24,0.00,17.86,6.81,5.38,0.03,0.07,0.20,0.00,0.51,0.20,4.53,0.00,0.14
Bush - Speech84 - Edited.txt,1,1249,44.47,62.57,55.68,66.67,18.10,15.21,89.59,60.21,17.93,10.41,4.24,2.32,1.12,1.84,0.88,7.53,6.33,14.49,11.69,4.08,7.29,2.72,20.02,3.20,2.00,0.72,1.44,2.00,5.12,3.52,1.36,0.08,0.72,0.16,10.97,0.00,0.24,0.00,2.08,14.17,3.12,1.44,1.84,2.88,1.92,4.24,1.68,1.04,0.48,0.16,0.64,0.08,0.16,0.00,0.40,9.37,3.36,1.92,2.80,1.60,0.56,3.68,13.37,1.76,13.93,2.40,7.93,4.32,1.44,0.24,0.40,0.32,0.08,0.08,0.56,0.00,0.08,0.24,0.24,0.00,15.29,5.68,4.16,0.16,0.08,0.32,0.00,1.52,0.32,2.80,0.00,0.24
Bush - Speech126 - Edited.txt,1,3429,36.18,55.33,66.89,66.61,15.24,15.66,89.94,61.42,18.26,9.77,4.29,3.27,0.64,0.55,1.02,8.49,6.88,14.03,12.60,5.83,7.38,2.74,21.90,3.76,2.16,1.72,0.90,2.36,4.23,3.15,0.99,0.06,0.23,0.15,9.74,0.00,0.15,0.00,0.61,15.25,3.27,1.40,1.98,3.62,1.46,5.25,1.60,0.76,0.58,0.20,0.15,0.06,0.06,0.00,0.06,9.48,3.76,1.63,2.71,1.55,0.76,3.62,14.61,2.22,13.36,2.36,8.17,3.15,2.25,0.06,0.09,0.41,0.15,0.00,0.70,0.03,0.00,0.32,0.35,0.00,18.17,6.65,5.48,0.15,0.17,0.17,0.00,0.32,0.23,4.99,0.00,0.00
Bush - Speech29 - Edited.txt,1,2130,37.15,67.21,39.41,56.82,16.14,15.96,88.64,60.70,18.12,10.19,3.80,2.91,1.31,1.41,0.75,7.93,7.32,13.85,12.54,5.59,7.98,2.49,21.41,2.72,1.64,1.31,0.66,1.92,4.60,3.05,1.41,0.28,0.80,0.14,10.52,0.14,0.00,0.19,1.46,12.77,2.77,1.36,1.78,3.15,1.36,3.99,1.78,0.61,0.66,0.52,0.94,0.05,0.75,0.09,0.05,9.53,3.80,0.80,3.47,1.50,0.85,5.92,13.62,1.83,12.02,2.35,6.57,3.43,2.30,0.19,0.00,0.47,0.00,0.38,0.66,0.00,0.00,0.33,0.33,0.00,19.72,6.29,5.54,0.42,0.28,0.23,0.00,2.11,0.19,4.55,0.00,0.09
Bush - Speech83 - Edited.txt,1,1156,39.79,71.89,53.60,82.91,14.82,18.17,87.98,57.61,18.25,9.78,3.89,3.20,1.64,0.43,0.61,8.48,6.57,12.54,11.76,5.36,6.23,2.08,18.86,3.63,1.21,0.95,1.90,3.46,4.24,3.72,0.52,0.09,0.09,0.00,10.47,0.00,0.26,0.00,0.69,13.58,3.81,0.69,1.99,4.41,1.56,3.55,1.73,0.43,0.78,0.69,0.78,0.09,0.17,0.00,0.52,10.21,4.33,1.21,2.94,1.82,0.43,2.51,13.24,1.90,12.72,1.56,8.04,3.03,2.34,0.17,0.69,0.52,0.78,0.00,0.35,0.00,0.00,0.26,0.09,0.00,19.55,6.57,6.31,0.09,0.09,0.43,0.00,1.99,0.00,3.98,0.00,0.09
Bush - Speech121 - Edited.txt,1,1549,37.77,71.29,51.60,80.70,15.49,15.95,91.22,58.30,19.82,10.97,4.91,3.55,1.10,0.39,1.03,8.84,7.04,12.33,11.36,5.29,6.33,1.87,20.46,4.20,2.13,2.07,0.84,3.03,5.42,4.13,1.10,0.32,0.19,0.26,11.56,0.90,0.06,0.26,0.52,13.49,4.20,0.52,1.74,3.62,1.68,3.81,2.97,1.61,0.58,0.71,0.45,0.00,0.26,0.26,0.00,11.81,4.78,2.26,3.36,2.32,0.39,3.55,15.62,1.74,10.46,1.36,6.65,2.45,2.65,0.71,0.65,0.97,0.71,0.00,0.58,0.00,0.00,0.19,0.32,0.00,18.14,6.20,5.68,0.06,0.19,0.32,0.00,0.58,0.39,4.45,0.00,0.26
Bush - Speech103 - Edited.txt,1,3826,39.07,52.72,62.08,57.90,15.55,17.12,90.75,60.85,17.88,9.17,4.97,1.54,1.41,0.39,0.86,8.70,7.53,13.43,12.70,5.78,7.00,2.43,21.04,3.35,1.70,1.78,1.07,2.30,5.46,3.55,1.86,0.26,0.52,0.52,9.23,0.03,0.13,0.03,0.44,13.33,3.32,1.57,1.65,3.35,0.99,4.05,2.54,1.10,0.94,0.39,0.89,0.13,0.65,0.26,0.08,8.73,2.74,1.52,3.35,1.49,0.60,3.45,15.42,2.01,12.55,2.54,7.08,3.82,3.01,0.24,0.24,1.07,0.03,0.05,0.71,0.05,0.00,0.18,0.39,0.00,19.00,6.53,6.43,0.08,0.13,0.24,0.00,0.78,0.26,4.47,0.00,0.08
Bush - Speech59 - Edited.txt,1,2333,29.78,57.48,49.16,43.76,14.67,17.45,89.71,60.31,20.83,11.27,5.74,1.80,1.24,1.67,0.81,9.56,6.34,12.77,11.96,5.62,6.60,2.49,21.77,2.70,1.46,1.29,1.03,2.57,3.64,2.23,1.24,0.43,0.47,0.04,11.02,0.00,0.04,0.04,1.84,14.14,2.83,1.93,2.31,2.96,1.84,3.94,2.44,1.07,1.03,0.34,0.21,0.00,0.09,0.00,0.09,7.72,2.57,1.20,2.66,1.63,0.51,2.87,15.22,1.67,12.34,2.19,7.16,3.21,2.27,0.39,0.09,0.56,0.09,0.09,0.34,0.00,0.04,0.04,0.17,0.00,19.59,6.73,6.43,0.09,0.17,0.13,0.00,0.99,0.09,4.80,0.00,0.17
Bush - Speech104 - Edited.txt,1,1093,50.52,56.55,57.54,81.74,14.97,18.76,88.38,58.01,16.01,9.70,4.76,2.84,0.82,0.82,0.46,6.31,7.87,13.27,10.52,6.22,6.50,2.65,19.40,3.84,1.65,1.56,0.91,1.56,5.86,4.48,1.37,0.09,0.09,0.64,9.97,0.00,0.00,0.18,1.01,15.28,3.84,1.92,1.92,3.20,1.92,4.57,2.20,0.27,1.37,0.46,0.18,0.18,0.00,0.00,0.00,10.25,3.20,1.92,2.20,1.56,2.01,3.20,14.18,2.10,11.71,2.10,7.04,3.20,2.74,0.27,0.18,1.46,0.09,0.09,0.91,0.00,0.00,0.37,0.55,0.00,17.47,6.95,6.31,0.00,0.18,0.00,0.00,0.46,0.37,3.20,0.00,0.00
Bush - Speech111 - Edited.txt,1,1552,37.22,51.29,73.36,71.71,16.17,15.85,90.46,58.51,17.53,9.79,5.67,2.38,0.97,0.52,0.26,7.73,6.51,13.66,11.98,6.25,7.60,2.32,23.00,3.61,1.74,1.48,0.77,2.19,4.57,3.48,1.03,0.39,0.13,0.13,8.51,0.06,0.06,0.13,0.52,13.92,3.74,1.16,1.87,3.35,2.06,3.54,1.93,0.52,1.03,0.45,1.16,0.19,0.90,0.00,0.06,8.96,3.16,1.87,2.13,2.26,0.52,4.32,15.21,2.45,14.18,2.71,8.31,3.41,3.16,0.26,0.06,1.55,0.19,0.00,0.64,0.00,0.06,0.19,0.32,0.00,18.75,6.44,5.99,0.06,0.06,0.39,0.00,0.64,0.52,4.64,0.00,0.00
Bush - Speech19 - Edited.txt,1,4133,40.71,48.84,58.00,83.73,16.73,16.38,90.83,60.17,18.22,9.56,5.35,1.62,0.82,0.70,1.06,8.66,7.36,13.55,11.61,5.23,7.77,2.32,19.33,4.43,1.96,1.11,0.65,2.27,5.95,4.50,1.23,0.17,0.24,0.17,8.47,0.05,0.48,0.07,0.87,13.91,3.39,1.45,1.72,3.44,1.65,3.53,2.06,1.04,0.46,0.41,0.27,0.02,0.19,0.00,0.05,9.97,2.64,1.91,3.73,1.77,0.92,3.17,14.11,1.67,12.36,2.25,7.89,2.54,2.88,0.39,0.22,0.58,0.15,0.00,0.73,0.00,0.00,0.24,0.48,0.00,18.12,5.86,5.61,0.05,0.29,0.19,0.00,1.79,0.19,4.11,0.00,0.02
Bush - Speech116 - Edited.txt,1,3724,39.93,49.68,61.97,62.43,13.21,15.68,92.21,59.99,18.05,10.58,6.26,1.72,1.32,0.51,0.78,7.47,7.38,13.37,11.98,6.53,6.71,2.01,23.28,3.20,1.56,1.45,0.51,2.34,5.24,3.54,1.61,0.16,0.30,0.24,8.83,0.03,0.08,0.05,0.67,14.39,3.73,1.58,2.42,3.03,1.48,3.68,2.47,1.15,0.73,0.51,0.46,0.19,0.11,0.00,0.19,9.91,2.31,2.04,3.76,1.93,0.81,2.95,15.87,2.36,12.08,2.77,6.69,3.03,4.11,0.27,0.21,1.58,0.03,0.05,0.97,0.00,0.05,0.51,0.40,0.03,19.12,7.14,5.59,0.16,0.13,0.59,0.00,0.64,0.16,4.70,0.00,0.00
Bush - Speech7 - Edited.txt,1,1637,17.51,44.18,79.58,60.51,14.11,13.13,92.18,62.68,21.32,12.58,6.84,2.63,0.86,1.65,0.61,8.74,5.31,12.46,12.58,5.99,9.41,2.50,23.70,2.99,1.28,1.77,0.67,1.59,3.97,2.87,1.04,0.12,0.31,0.06,9.65,0.00,0.00,0.12,1.53,14.84,4.15,1.59,1.28,2.69,1.41,4.83,2.50,0.55,1.10,0.79,0.55,0.49,0.06,0.43,0.00,9.04,2.87,1.10,3.48,1.59,0.37,6.41,15.64,2.87,13.07,3.12,5.86,5.25,1.71,0.06,0.24,0.37,0.06,0.00,1.22,0.43,0.00,0.43,0.37,0.00,20.89,6.90,6.66,0.00,0.12,0.37,0.00,1.71,0.00,5.13,0.00,0.00
Bush - Speech82 - Edited.txt,1,1113,51.84,62.35,44.81,77.11,19.53,16.44,87.51,58.76,17.88,9.79,4.67,2.88,0.81,0.99,0.45,8.09,7.19,15.09,10.96,4.40,7.64,1.71,20.84,3.68,2.16,1.44,1.17,2.34,3.77,3.23,0.45,0.00,0.09,0.00,8.98,0.00,0.27,0.00,1.17,13.03,3.86,1.80,2.61,2.61,1.44,3.14,1.80,0.99,0.63,0.18,0.27,0.09,0.09,0.00,0.09,10.51,4.13,1.44,3.32,2.25,0.18,3.32,15.09,2.70,12.13,1.89,7.37,3.14,2.88,0.27,0.00,0.18,0.27,0.09,0.45,0.00,0.09,0.09,0.09,0.00,16.62,5.66,6.20,0.00,0.09,0.09,0.00,0.90,0.18,3.50,0.00,0.00
Bush - Speech28 - Edited.txt,1,1975,46.64,65.37,38.78,66.05,18.29,18.53,88.15,58.13,17.52,10.28,4.61,3.44,0.86,0.71,0.66,7.24,6.99,13.57,10.99,4.71,7.24,2.23,20.00,3.59,1.92,0.86,0.71,2.08,4.96,3.54,1.42,0.46,0.20,0.20,10.08,0.00,0.10,0.00,0.81,13.67,3.70,1.32,2.73,2.48,1.27,3.59,2.68,1.67,0.76,0.25,0.71,0.10,0.10,0.00,0.51,9.97,4.25,1.32,3.04,1.52,0.56,3.59,12.81,1.97,10.84,2.03,6.68,2.23,2.53,0.41,0.41,0.61,0.05,0.10,0.46,0.00,0.00,0.25,0.20,0.00,16.05,5.92,5.37,0.20,0.41,0.10,0.00,1.06,0.10,2.78,0.00,0.10
Bush - Speech120 - Edited.txt,1,2866,35.82,65.73,66.89,63.48,16.19,15.00,92.50,61.13,20.41,10.75,5.02,4.08,0.77,0.17,0.70,9.67,7.15,13.92,13.29,4.08,6.84,2.48,24.04,2.69,1.78,1.67,0.52,2.16,4.43,3.18,1.19,0.14,0.56,0.17,10.82,0.17,0.07,0.00,0.21,15.00,4.01,0.66,2.27,4.22,1.57,4.12,1.78,0.63,0.77,0.35,0.21,0.07,0.14,0.00,0.00,12.14,5.09,2.97,2.34,2.37,0.56,4.33,16.82,1.92,12.91,2.76,7.22,3.63,3.42,0.17,0.28,0.38,0.03,0.00,0.45,0.00,0.03,0.24,0.17,0.00,18.32,6.04,5.37,0.07,0.38,0.17,0.00,0.49,0.07,5.72,0.00,0.00
Bush - Speech85 - Edited.txt,1,237,67.06,70.85,47.83,49.32,14.81,14.35,88.19,58.65,17.72,8.44,4.22,2.95,0.42,0.42,0.42,9.28,8.02,16.88,11.81,4.22,5.91,0.00,19.41,2.53,1.69,1.27,2.95,2.95,6.33,3.80,2.53,0.00,0.42,0.42,9.70,0.00,0.42,0.00,0.84,14.35,2.95,0.42,2.11,5.49,2.11,3.38,1.69,0.00,0.84,0.42,1.27,0.84,0.00,0.00,0.42,10.97,3.80,3.38,3.80,1.69,1.69,2.11,14.35,1.69,12.66,1.69,6.33,4.64,2.53,0.00,0.42,0.84,0.00,0.00,0.84,0.00,0.00,0.00,0.84,0.00,18.57,6.75,5.06,0.00,0.42,0.42,0.00,1.69,0.00,4.22,0.00,0.00
Bush - Speech127 - Edited.txt,1,3607,47.68,68.91,54.16,84.79,14.31,17.97,90.46,57.53,17.30,9.37,3.58,2.74,1.69,0.83,0.53,7.93,7.51,13.36,11.45,5.32,6.29,2.27,21.21,3.91,1.91,1.58,1.11,2.36,5.77,4.49,1.14,0.08,0.36,0.19,9.90,0.03,0.08,0.00,0.94,14.03,3.85,1.75,1.72,3.05,1.77,3.55,1.94,0.86,0.42,0.64,0.36,0.08,0.11,0.00,0.17,10.29,3.77,2.27,2.47,2.11,0.67,2.91,15.28,1.86,13.20,2.88,7.73,3.22,4.02,0.22,0.30,2.00,0.06,0.00,0.58,0.00,0.00,0.17,0.42,0.00,17.60,7.51,4.02,0.03,0.19,0.25,0.00,0.78,0.06,4.66,0.00,0.11
Bush - Speech132 - Edited.txt,1,1283,29.98,63.12,42.06,83.82,16.45,18.47,90.02,60.95,19.41,10.83,4.75,3.35,0.86,1.40,0.47,8.57,6.55,12.70,12.55,6.31,6.70,2.57,21.98,3.59,1.64,1.33,0.47,1.87,4.99,4.13,0.86,0.31,0.23,0.08,11.07,0.00,0.31,0.08,1.40,14.58,3.20,1.25,2.10,3.12,2.42,4.52,1.79,0.62,0.94,0.16,0.16,0.00,0.00,0.08,0.08,10.37,4.21,1.79,2.88,1.56,0.55,2.57,15.20,2.65,10.83,2.81,5.92,2.65,2.26,0.16,0.55,0.31,0.55,0.00,0.78,0.08,0.00,0.16,0.55,0.00,17.23,6.31,5.61,0.00,0.08,0.08,0.00,0.55,0.31,4.29,0.00,0.00
Bush - Speech90 - Edited.txt,1,4139,34.89,51.06,60.46,70.34,15.62,14.47,91.79,59.68,18.72,10.51,6.16,1.84,1.04,0.87,0.60,8.19,6.55,13.46,12.08,6.26,6.89,2.44,22.69,3.48,2.05,1.76,0.89,2.44,5.34,3.79,1.43,0.14,0.39,0.41,9.62,0.12,0.07,0.10,1.01,14.25,3.50,1.45,2.56,3.43,1.45,3.60,2.59,1.11,0.94,0.48,0.70,0.19,0.34,0.00,0.12,9.16,2.59,1.45,3.24,2.05,0.51,3.43,16.09,1.84,12.76,2.46,7.20,3.43,2.92,0.53,0.31,0.63,0.05,0.05,0.63,0.02,0.00,0.19,0.34,0.02,18.39,6.28,5.63,0.10,0.14,0.24,0.00,1.16,0.00,4.83,0.00,0.00
Bush - Speech135 - Edited.txt,1,772,19.93,64.17,63.42,93.96,9.19,16.06,93.52,61.01,20.85,11.66,5.57,3.24,1.42,0.65,0.78,9.20,5.31,13.99,14.51,5.96,6.87,3.89,26.55,2.59,1.30,1.42,0.39,1.94,6.09,5.18,0.78,0.00,0.39,0.26,11.79,0.00,0.65,0.00,0.91,13.08,2.33,0.91,2.07,3.63,2.20,3.37,3.50,2.07,0.91,0.39,1.30,0.52,0.65,0.00,0.00,8.68,4.66,1.30,1.81,0.91,0.26,4.40,16.71,3.63,14.51,3.76,6.35,5.05,2.20,0.91,0.26,0.13,0.26,0.00,1.04,0.00,0.00,0.26,0.78,0.00,26.17,10.75,5.18,0.13,0.13,0.26,0.00,0.65,0.00,8.81,0.00,0.26
Bush - Speech97 - Edited.txt,1,1215,25.23,54.90,56.46,93.70,13.81,15.56,91.60,63.21,20.25,10.12,5.10,2.22,0.82,1.56,0.41,10.12,6.26,14.07,14.07,6.58,7.41,2.30,22.72,3.54,2.47,2.06,0.74,2.30,5.10,4.69,0.33,0.08,0.25,0.00,9.47,0.16,0.08,0.00,1.73,14.07,3.21,1.32,1.56,3.21,2.30,3.79,2.30,0.66,0.91,0.74,0.74,0.00,0.16,0.00,0.58,7.65,2.88,1.32,2.39,2.14,0.41,4.69,15.39,2.22,13.00,2.39,7.00,4.36,1.81,0.33,0.41,0.16,0.00,0.00,0.66,0.08,0.00,0.33,0.25,0.00,19.26,6.91,6.01,0.08,0.08,0.41,0.00,0.25,0.16,5.35,0.00,0.00
Bush - Speech68 - Edited.txt,1,1766,35.47,53.40,64.42,23.98,16.98,16.25,90.66,61.83,19.20,9.06,4.02,1.87,0.85,1.25,1.08,10.14,6.29,14.04,12.97,5.95,6.00,2.38,19.93,2.83,1.53,1.76,0.11,2.83,5.27,2.55,2.66,0.45,1.36,0.11,8.95,0.00,0.11,0.00,1.47,15.18,3.79,1.30,1.36,2.89,2.15,4.42,2.10,0.74,0.91,0.40,0.51,0.11,0.23,0.00,0.17,8.55,2.49,1.87,3.45,0.68,1.08,3.00,14.61,2.10,13.59,1.93,8.38,3.17,1.19,0.17,0.11,0.17,0.06,0.17,0.68,0.00,0.06,0.06,0.57,0.00,16.08,5.72,4.98,0.00,0.06,0.23,0.00,1.53,0.00,3.51,0.00,0.06
Bush - Speech107- Edited.txt,1,2640,37.28,63.63,46.62,79.59,19.41,16.82,91.52,60.80,19.43,9.58,4.58,2.50,0.98,0.68,0.83,9.77,6.48,14.20,12.84,6.17,6.36,1.36,21.67,4.77,2.42,1.89,0.72,2.54,5.91,4.32,1.36,0.04,0.27,0.61,8.86,0.04,0.15,0.00,0.72,11.97,3.11,1.29,1.89,2.20,1.70,2.88,2.31,0.80,0.64,0.64,0.38,0.08,0.15,0.00,0.15,8.98,3.18,1.67,2.61,2.05,1.02,2.73,15.15,3.18,12.50,2.65,7.16,3.03,3.60,0.19,0.11,2.12,0.08,0.08,0.42,0.04,0.00,0.00,0.38,0.00,15.87,5.27,5.68,0.08,0.11,0.11,0.00,0.72,0.08,3.83,0.00,0.00
Bush - Speech62 - Edited.txt,1,3799,24.85,40.96,66.20,58.13,16.81,17.50,89.10,61.62,19.90,11.37,6.82,1.84,1.13,0.63,0.95,8.53,6.42,12.74,13.19,6.11,7.84,2.58,22.37,3.00,1.87,1.55,0.68,2.21,4.53,3.03,1.32,0.21,0.61,0.08,8.29,0.08,0.08,0.05,0.61,15.87,4.61,1.97,2.50,3.26,1.68,4.13,1.87,0.74,0.53,0.50,0.29,0.13,0.03,0.00,0.13,7.24,2.18,1.13,2.47,1.29,0.71,2.97,16.58,1.76,11.08,1.50,6.66,3.05,1.53,0.18,0.24,0.16,0.05,0.13,0.53,0.03,0.00,0.21,0.24,0.00,17.87,5.79,4.71,0.13,0.16,0.16,0.00,1.58,0.00,5.03,0.00,0.32
Bush - Speech37 - Edited.txt,1,2694,34.27,69.98,41.03,89.29,15.66,18.52,90.13,60.36,20.01,11.36,5.42,3.04,1.15,0.82,0.93,8.65,6.31,13.36,10.76,6.05,7.87,1.60,20.27,3.53,2.00,1.37,0.85,2.19,5.09,4.42,0.63,0.19,0.22,0.04,11.51,0.00,0.11,0.04,0.93,13.99,3.64,1.08,2.38,3.41,2.08,3.45,2.52,1.26,0.82,0.37,0.26,0.00,0.07,0.00,0.26,9.21,4.16,1.34,2.64,1.71,0.33,4.60,13.07,1.67,10.32,1.89,6.68,2.26,3.01,0.15,0.15,0.82,0.30,0.00,1.15,0.00,0.00,0.30,0.85,0.00,19.08,6.79,6.53,0.07,0.11,0.19,0.00,1.78,0.00,3.34,0.00,0.26
Bush - Speech65 - Edited.txt,1,3829,30.34,50.21,51.90,57.88,16.79,16.06,90.91,61.45,19.14,10.08,5.51,1.70,1.25,0.97,0.65,9.06,6.84,12.56,12.48,5.38,8.10,2.45,20.11,3.40,1.72,1.88,1.12,2.64,4.60,3.13,1.44,0.21,0.55,0.34,9.35,0.16,0.24,0.00,1.18,16.14,4.18,2.25,2.35,3.71,1.96,4.26,1.88,0.76,0.60,0.34,0.39,0.08,0.18,0.03,0.10,8.91,2.40,1.91,3.55,1.46,0.47,4.05,13.66,2.04,10.66,1.67,6.32,2.79,2.30,0.16,0.13,0.76,0.03,0.08,0.71,0.03,0.08,0.29,0.26,0.03,18.18,5.85,5.93,0.08,0.31,0.34,0.00,1.65,0.16,3.55,0.00,0.31
Bush - Speech30 - Edited.txt,1,2328,35.59,59.85,54.32,42.94,14.83,17.91,89.91,60.31,19.37,10.70,5.24,2.36,1.16,0.95,0.99,8.68,6.83,12.84,11.94,4.94,7.30,2.23,20.62,2.36,1.46,1.42,0.52,2.06,3.99,2.36,1.42,0.30,0.56,0.34,10.70,0.04,0.21,0.09,1.20,15.81,4.51,2.28,2.06,4.08,1.03,4.21,1.98,0.90,0.73,0.30,0.90,0.13,0.69,0.04,0.09,8.63,3.09,0.86,3.35,1.12,0.95,4.68,14.18,2.28,10.70,2.15,6.44,2.66,2.23,0.09,0.13,0.34,0.09,0.21,0.95,0.04,0.04,0.34,0.52,0.00,19.54,6.79,6.14,0.17,0.26,0.17,0.04,1.76,0.00,3.95,0.00,0.26
